date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:06:37	4246/4246	---M--	200	added ('OK')	image/png	etag:%226513d9c3-1096%22	https://bitcoin-trading.io/wp-content/uploads/2021/10/ledger_logo.png	C:/My%20Web%20Sites/SSyncDev%20Wallet%20Page/bitcoin-trading.io/wp-content/uploads/2021/10/ledger_logo.png	(from https://smartsyncdev.surge.sh/walletpage/walletpage.html)
23:06:37	16856/16856	---M--	200	added ('OK')	image/png	etag:%22c1c6b21a6061696e993d660742ba82fa%22	https://cdn.dribbble.com/users/1298186/screenshots/4669247/portis_logo_dribbble.png	C:/My%20Web%20Sites/SSyncDev%20Wallet%20Page/cdn.dribbble.com/users/1298186/screenshots/4669247/portis_logo_dribbble.png	(from https://smartsyncdev.surge.sh/walletpage/walletpage.html)
23:06:38	5563/5563	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Aug%202020%2020:49:31%20GMT	https://pbs.twimg.com/profile_images/1293288961800933376/rtDOqMXY_400x400.jpg	C:/My%20Web%20Sites/SSyncDev%20Wallet%20Page/pbs.twimg.com/profile_images/1293288961800933376/rtDOqMXY_400x400.jpg	(from https://smartsyncdev.surge.sh/walletpage/walletpage.html)
23:06:38	13353/13353	---M--	200	added ('OK')	image/jpeg	etag:%22cfFoBrhiSdXc-5bSBTCH9FBcdMZ9WuXpMWx4iYKHSwDQ%22	https://registry.walletconnect.org/logo/lg/7674bb4e353bf52886768a3ddc2a4562ce2f4191c80831291218ebd90f5f5e26.jpeg	C:/My%20Web%20Sites/SSyncDev%20Wallet%20Page/registry.walletconnect.org/logo/lg/7674bb4e353bf52886768a3ddc2a4562ce2f4191c80831291218ebd90f5f5e26.jpg	(from https://smartsyncdev.surge.sh/walletpage/walletpage.html)
23:06:39	30808/30808	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Mar%202021%2018:01:38%20GMT	https://pbs.twimg.com/profile_images/1376595920809160707/5DxVDK36_400x400.png	C:/My%20Web%20Sites/SSyncDev%20Wallet%20Page/pbs.twimg.com/profile_images/1376595920809160707/5DxVDK36_400x400.png	(from https://smartsyncdev.surge.sh/walletpage/walletpage.html)
23:06:41	17289/17289	---M--	200	added ('OK')	image/png	etag:%22653fe89b-4389%22	https://walletscrutiny.com/images/wIcons/android/com.mykey.id.png	C:/My%20Web%20Sites/SSyncDev%20Wallet%20Page/walletscrutiny.com/images/wIcons/android/com.mykey.id.png	(from https://smartsyncdev.surge.sh/walletpage/walletpage.html)
23:06:41	103975/103975	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Nov%202020%2022:18:13%20GMT	https://cryptologos.cc/logos/tron-trx-logo.png	C:/My%20Web%20Sites/SSyncDev%20Wallet%20Page/cryptologos.cc/logos/tron-trx-logo.png	(from https://smartsyncdev.surge.sh/walletpage/walletpage.html)
23:06:42	9922/9922	---M--	200	added ('OK')	image/jpeg	etag:%22cfhKYYtxXtNy7oCL1MbqsFxpjyZ9WuXpMWx4iYKHSwDQ%22	https://registry.walletconnect.org/logo/lg/138f51c8d00ac7b9ac9d8dc75344d096a7dfe370a568aa167eabc0a21830ed98.jpeg	C:/My%20Web%20Sites/SSyncDev%20Wallet%20Page/registry.walletconnect.org/logo/lg/138f51c8d00ac7b9ac9d8dc75344d096a7dfe370a568aa167eabc0a21830ed98.jpg	(from https://smartsyncdev.surge.sh/walletpage/walletpage.html)
23:06:43	4268/4268	---M--	200	added ('OK')	image/png	etag:%22cfNST3q60e3DEaxemhB1mMC8dRZ9WuXpMWx4iYKHSwDQ%22	https://registry.walletconnect.org/logo/lg/0b415a746fb9ee99cce155c2ceca0c6f6061b1dbca2d722b3ba16381d0562150.jpeg	C:/My%20Web%20Sites/SSyncDev%20Wallet%20Page/registry.walletconnect.org/logo/lg/0b415a746fb9ee99cce155c2ceca0c6f6061b1dbca2d722b3ba16381d0562150.png	(from https://smartsyncdev.surge.sh/walletpage/walletpage.html)
23:06:44	149192/149192	---M--	200	added ('OK')	image/png	etag:%2232768fd536544331a3df7e7c453c3e9a%22	https://bittrust.s3.amazonaws.com/1433894569.png	C:/My%20Web%20Sites/SSyncDev%20Wallet%20Page/bittrust.s3.amazonaws.com/1433894569.png	(from https://smartsyncdev.surge.sh/walletpage/walletpage.html)
23:06:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Oct%202023%2022:06:44%20GMT	https://keyring.app/wp-content/uploads/2021/06/LOGO-KEYRING-PRO.png	C:/My%20Web%20Sites/SSyncDev%20Wallet%20Page/keyring.app/wp-content/uploads/2021/06/LOGO-KEYRING-PRO.1d.delayed	(from https://smartsyncdev.surge.sh/walletpage/walletpage.html)
23:06:45	37523/37523	---M--	200	added ('OK')	image/png	etag:%22646d93c1-9293%22	https://keyring.app/wp-content/uploads/2021/11/LOGO-KEYRING-PRO-2.png	C:/My%20Web%20Sites/SSyncDev%20Wallet%20Page/keyring.app/wp-content/uploads/2021/11/LOGO-KEYRING-PRO-2.png	(from https://smartsyncdev.surge.sh/walletpage/walletpage.html)
23:06:46	4408/4408	---M--	200	added ('OK')	image/jpeg	etag:%22cf3udXm_paTgvZixddL0B4pU0TZ9WuXpMWx4iYKHSwDQ%22	https://registry.walletconnect.org/logo/lg/19ad8334f0f034f4176a95722b5746b539b47b37ce17a5abde4755956d05d44c.jpeg	C:/My%20Web%20Sites/SSyncDev%20Wallet%20Page/registry.walletconnect.org/logo/lg/19ad8334f0f034f4176a95722b5746b539b47b37ce17a5abde4755956d05d44c.jpg	(from https://smartsyncdev.surge.sh/walletpage/walletpage.html)
23:06:46	2758/2758	---M--	200	added ('OK')	image/jpeg	etag:%22377E474C9FDCF89EB5DCCB2DB99144DF%22	https://oss-us-cdn.maiziqianbao.net/Chain_logo/W51673860963.jpg	C:/My%20Web%20Sites/SSyncDev%20Wallet%20Page/oss-us-cdn.maiziqianbao.net/Chain_logo/W51673860963.jpg	(from https://smartsyncdev.surge.sh/walletpage/walletpage.html)
23:06:47	6024/6024	---M--	200	added ('OK')	image/png	etag:%22cfeE7YxbB9chdagMqU7hZaJBZ4Z9WuXpMWx4iYKHSwDQ%22	https://registry.walletconnect.org/logo/lg/dd8ee41915d967e547c80266e883d77ee808427405f4e8026a85ac1308104221.jpeg	C:/My%20Web%20Sites/SSyncDev%20Wallet%20Page/registry.walletconnect.org/logo/lg/dd8ee41915d967e547c80266e883d77ee808427405f4e8026a85ac1308104221.png	(from https://smartsyncdev.surge.sh/walletpage/walletpage.html)
23:06:48	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/My%20Web%20Sites/SSyncDev%20Wallet%20Page/code.jquery.com/jquery-3.6.0.min.js	(from https://smartsyncdev.surge.sh/walletpage/walletpage.html)
23:06:49	59219/59219	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e753-GQgMO4F5hTNqq14c5pJcmYA/Lv0%22	https://cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js	C:/My%20Web%20Sites/SSyncDev%20Wallet%20Page/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js	(from https://smartsyncdev.surge.sh/walletpage/walletpage.html)
